"RelPath","Outer","Inner","OuterLen","InnerLen","OuterWrite","InnerWrite"
"backend\apps\core\services\__pycache__\setup_wizard_query_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\__pycache__\setup_wizard_query_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\__pycache__\setup_wizard_query_service.cpython-313.pyc","1660","1679","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\services\__pycache__\system_health_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\__pycache__\system_health_service.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\__pycache__\system_health_service.cpython-313.pyc","18783","22731","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\services\dashboard_admin_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\dashboard_admin_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\dashboard_admin_service.py","42329","43565","16-03-2026 3:21:46","16-03-2026 2:44:45"
"backend\apps\core\services\dashboard_apoderado_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\dashboard_apoderado_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\dashboard_apoderado_service.py","20955","20942","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\services\dashboard_auth_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\dashboard_auth_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\dashboard_auth_service.py","16595","16551","16-03-2026 3:21:46","16-03-2026 2:44:45"
"backend\apps\core\services\dashboard_context_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\dashboard_context_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\dashboard_context_service.py","54967","61263","16-03-2026 3:21:46","16-03-2026 2:44:45"
"backend\apps\core\services\dashboard_nuevos_roles_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\dashboard_nuevos_roles_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\dashboard_nuevos_roles_service.py","26800","25940","16-03-2026 3:21:46","16-03-2026 2:44:45"
"backend\apps\core\services\dashboard_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\dashboard_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\dashboard_service.py","15129","14687","16-03-2026 2:44:46","16-03-2026 2:44:45"
"backend\apps\core\services\system_health_service.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\services\system_health_service.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\services\system_health_service.py","21575","25201","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\settings.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\settings.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\settings.py","16905","20978","16-03-2026 2:44:46","16-03-2026 10:07:44"
"backend\apps\core\templatetags\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\templatetags\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\templatetags\__pycache__\__init__.cpython-313.pyc","171","190","12-03-2026 20:35:13","16-03-2026 10:08:13"
"backend\apps\core\templatetags\__pycache__\custom_filters.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\templatetags\__pycache__\custom_filters.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\templatetags\__pycache__\custom_filters.cpython-313.pyc","1025","1044","12-03-2026 20:35:13","16-03-2026 10:08:13"
"backend\apps\core\urls.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\urls.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\urls.py","19478","18704","16-03-2026 10:07:44","16-03-2026 2:44:45"
"backend\apps\core\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\__init__.cpython-313.pyc","680","699","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\__pycache__\dashboard.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\dashboard.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\dashboard.cpython-313.pyc","661","680","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\__pycache__\dashboard_graficos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\dashboard_graficos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\dashboard_graficos.cpython-313.pyc","4533","4552","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\__pycache__\healthcheck.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\healthcheck.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\healthcheck.cpython-313.pyc","1356","1489","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\__pycache__\importar_datos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\importar_datos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\importar_datos.cpython-313.pyc","2153","2172","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\__pycache__\seleccionar_escuela.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\seleccionar_escuela.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\seleccionar_escuela.cpython-313.pyc","7097","7116","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\__pycache__\ver_detalle_clase.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\__pycache__\ver_detalle_clase.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\__pycache__\ver_detalle_clase.cpython-313.pyc","665","684","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\__init__.cpython-313.pyc","327","346","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\admin_escolar\__pycache__\actualizar_escuela.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\actualizar_escuela.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\actualizar_escuela.cpython-313.pyc","4440","4459","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\admin_escolar\__pycache__\generar_informe_academico.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\generar_informe_academico.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\generar_informe_academico.cpython-313.pyc","4933","7560","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_apoderados.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_apoderados.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_apoderados.cpython-313.pyc","4647","4666","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_asignaturas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_asignaturas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_asignaturas.cpython-313.pyc","1461","1480","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_asistencia_profesor.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_asistencia_profesor.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_asistencia_profesor.cpython-313.pyc","4019","4038","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_ciclos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_ciclos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_ciclos.cpython-313.pyc","9329","9348","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_cursos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_cursos.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_cursos.cpython-313.pyc","10025","10044","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_estudiantes.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_estudiantes.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_estudiantes.cpython-313.pyc","5363","5382","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_evaluaciones_calificaciones.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_evaluaciones_calificaciones.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_evaluaciones_calificaciones.cpython-313.pyc","4942","4961","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\gestionar_infraestructura.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_infraestructura.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\gestionar_infraestructura.cpython-313.pyc","7033","7052","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\importar_datos_acciones.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\importar_datos_acciones.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\importar_datos_acciones.cpython-313.pyc","9172","9191","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\setup_checklist.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\setup_checklist.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\setup_checklist.cpython-313.pyc","3735","3754","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\__pycache__\setup_wizard.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\setup_wizard.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\__pycache__\setup_wizard.cpython-313.pyc","15260","15279","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_escolar\generar_informe_academico.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\generar_informe_academico.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_escolar\generar_informe_academico.py","4374","6821","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\admin_general\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_general\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_general\__pycache__\__init__.cpython-313.pyc","178","197","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\admin_general\__pycache__\escuelas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\admin_general\__pycache__\escuelas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\admin_general\__pycache__\escuelas.cpython-313.pyc","12450","12469","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\apoderado\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\apoderado\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\apoderado\__pycache__\__init__.cpython-313.pyc","174","193","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\apoderado\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\apoderado\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\apoderado\__pycache__\api.cpython-313.pyc","10334","7653","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\apoderado\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\apoderado\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\apoderado\api.py","8893","6726","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\asesor_financiero\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\__init__.cpython-313.pyc","182","201","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\__pycache__\becas_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\becas_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\becas_api.cpython-313.pyc","13645","14162","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\__pycache__\boletas_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\boletas_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\boletas_api.cpython-313.pyc","12062","12216","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\__pycache__\cuotas_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\cuotas_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\cuotas_api.cpython-313.pyc","7666","7880","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\__pycache__\dashboard_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\dashboard_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\dashboard_api.cpython-313.pyc","12526","12681","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\__pycache__\estados_cuenta_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\estados_cuenta_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\estados_cuenta_api.cpython-313.pyc","7470","7633","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\__pycache__\pagos_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\pagos_api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\__pycache__\pagos_api.cpython-313.pyc","6428","6636","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\asesor_financiero\becas_api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\becas_api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\becas_api.py","13310","14305","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\asesor_financiero\boletas_api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\boletas_api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\boletas_api.py","12171","12421","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\asesor_financiero\cuotas_api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\cuotas_api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\cuotas_api.py","8423","8752","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\asesor_financiero\dashboard_api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\dashboard_api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\dashboard_api.py","11483","11698","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\asesor_financiero\estados_cuenta_api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\estados_cuenta_api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\estados_cuenta_api.py","7374","7554","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\asesor_financiero\pagos_api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\pagos_api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\asesor_financiero\pagos_api.py","5548","5786","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\bibliotecario_digital\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\bibliotecario_digital\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\bibliotecario_digital\__pycache__\__init__.cpython-313.pyc","186","205","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\bibliotecario_digital\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\bibliotecario_digital\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\bibliotecario_digital\__pycache__\api.cpython-313.pyc","11460","10812","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\bibliotecario_digital\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\bibliotecario_digital\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\bibliotecario_digital\api.py","9412","9464","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\coordinador_academico\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\coordinador_academico\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\coordinador_academico\__pycache__\api.cpython-313.pyc","3257","4291","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\coordinador_academico\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\coordinador_academico\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\coordinador_academico\api.py","2510","3545","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\estudiante\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\estudiante\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\estudiante\__pycache__\api.cpython-313.pyc","2978","4370","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\estudiante\__pycache__\certificados.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\estudiante\__pycache__\certificados.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\estudiante\__pycache__\certificados.cpython-313.pyc","15089","15108","12-03-2026 20:35:13","16-03-2026 9:30:01"
"backend\apps\core\views\estudiante\__pycache__\tareas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\estudiante\__pycache__\tareas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\estudiante\__pycache__\tareas.cpython-313.pyc","12317","12610","16-03-2026 2:48:03","16-03-2026 9:30:01"
"backend\apps\core\views\estudiante\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\estudiante\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\estudiante\api.py","2460","3487","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\estudiante\tareas.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\estudiante\tareas.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\estudiante\tareas.py","10746","11067","16-03-2026 2:44:46","16-03-2026 2:44:45"
"backend\apps\core\views\healthcheck.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\healthcheck.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\healthcheck.py","908","1047","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\inspector_convivencia\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\inspector_convivencia\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\inspector_convivencia\__pycache__\__init__.cpython-313.pyc","186","205","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\inspector_convivencia\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\inspector_convivencia\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\inspector_convivencia\__pycache__\api.cpython-313.pyc","10125","9829","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\inspector_convivencia\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\inspector_convivencia\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\inspector_convivencia\api.py","8680","8704","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\profesor\__pycache__\asistencia.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\profesor\__pycache__\asistencia.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\profesor\__pycache__\asistencia.cpython-313.pyc","11277","11296","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\profesor\__pycache__\gestionar_tareas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\profesor\__pycache__\gestionar_tareas.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\profesor\__pycache__\gestionar_tareas.cpython-313.pyc","5365","5384","12-03-2026 20:35:13","16-03-2026 9:30:02"
"backend\apps\core\views\psicologo_orientador\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\psicologo_orientador\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\psicologo_orientador\__pycache__\__init__.cpython-313.pyc","185","204","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\psicologo_orientador\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\psicologo_orientador\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\psicologo_orientador\__pycache__\api.cpython-313.pyc","12037","10959","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\psicologo_orientador\api.py","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\psicologo_orientador\api.py","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\psicologo_orientador\api.py","10436","9765","12-03-2026 19:41:54","16-03-2026 2:44:45"
"backend\apps\core\views\soporte_tecnico\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\soporte_tecnico\__pycache__\__init__.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\soporte_tecnico\__pycache__\__init__.cpython-313.pyc","180","199","12-03-2026 20:35:14","16-03-2026 9:30:02"
"backend\apps\core\views\soporte_tecnico\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\backend\apps\core\views\soporte_tecnico\__pycache__\api.cpython-313.pyc","C:\Proyectos\Aplicacion_Colegio\Aplicacion_Colegio\backend\apps\core\views\soporte_tecnico\__pycache__\api.cpython-313.pyc","7810","9110","12-03-2026 20:35:14","16-03-2026 9:30:02"
